item_id,Title,CurrentPrice,MedianSold,ActiveAvg,SuggestedPrice,SupplyCount,Note,UpdateStatus
336066990502,DJ Moore 2021 Donruss Optic Holo #157 Carolina Panthers,1.5,3.75,1.5,1.5,15,Browse BIN | ActiveCache | Active median P1,
336075932887,Brett Favre 2015 Panini Gridiron Kings #197 Green Bay Packers HOF NFL QB Legend,3.25,3.12,3.24,3.25,6,Browse BIN | ActiveCache | Active median P1,
236210242948,Antonio Gates 2022 Donruss Red Press Proof #300 Los Angeles Chargers Tight End,2.0,1.99,1.84,1.85,9,Browse BIN | ActiveCache | Active median P1,
236210242949,T.J. Watt 2021 Donruss #22 No Helmet Variation Pittsburgh Steelers,1.5,2.68,1.67,1.65,14,Browse BIN | ActiveCache | Active median P1,
236210242950,Christian Harris 2022 Donruss #383 RC Houston Texans,1.99,3.24,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
236210242951,Chris Rodriguez Jr. 2023 Donruss Press Proof Blue #398 Washington Commanders,2.65,2.63,2.63,2.65,3,Browse BIN | ActiveCache | Active median P1,
236210242952,Tony Romo 2022 Donruss #209 Dallas Cowboys,1.95,2.88,1.96,1.95,13,Browse BIN | ActiveCache | Active median P1,
236210242953,Mike Evans 2022 Donruss Elite #88 Tampa Bay Buccaneers,1.9,15.075,1.84,1.85,9,Browse BIN | ActiveCache | Active median P1,
236210242954,Breece Hall 2022 Panini Select Draft Picks Unstoppable #US-BH Iowa State,1.6,2.0,1.59,1.59,10,Browse BIN | ActiveCache | Active median P1,
236210242955,Alexander Mattison 2019 Donruss #331 RC Minnesota Vikings,1.8,3.28,1.7,1.7,12,Browse BIN | ActiveCache | Active median P1,
236210242956,Mac Jones 2022 Donruss Gridiron Kings #GK9 New England Patriots,1.95,1.99,1.83,1.85,10,Browse BIN | ActiveCache | Active median P1,
236210242957,T.J. Hockenson 2022 Donruss Elite #72 Detroit Lions,2.0,2.99,2.0,2.0,9,Browse BIN | ActiveCache | Active median P1,
236210242958,Damien Harris 2022 Donruss Elite #54 New England Patriots,1.85,1.745,1.84,1.85,4,Browse BIN | ActiveCache | Active median P1,
236210242959,Jordan Fuller 2023 Donruss Press Proof Blue #166 Los Angeles Rams,1.69,1.84,1.69,1.69,8,Browse BIN | ActiveCache | Active median P1,
236210242960,George Kittle 2021 Panini Prizm Draft Picks Collegiate #50 Iowa Hawkeyes,1.99,2.12,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
236210242961,George Kittle 2021 Panini Playoff #190 San Francisco 49ers,2.25,2.25,2.25,2.25,7,Browse BIN | ActiveCache | Active median P1,
236210242962,Brett Favre 2017 Panini Playoff Red Zone Parallel #130 Green Bay Packers,1.7,2.0,1.7,1.7,1,Browse BIN | ActiveCache | Active median P1,
236210242963,George Kittle 2021 Donruss #54 No Helmet Variation San Francisco 49ers,2.25,5.99,2.24,2.25,13,Browse BIN | ActiveCache | Active median P1,
236210242964,Ryan Leaf 1998 Topps Season Opener #30 RC San Diego Chargers Retired,2.99,2.99,2.99,2.99,7,Browse BIN | ActiveCache | Active median P1,
236210242965,Brett Favre / John Elway 2016 Panini Classics Classic Clashes #17 HOF QB Legend,1.79,3.24,1.79,1.79,10,Browse BIN | ActiveCache | Active median P1,
236210242966,Brett Favre 2017 Panini Playoff Goal Line Parallel #130 Green Bay Packers,3.49,5.69,1.7,1.7,1,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236210242967,Joe Theismann 2022 Panini Prestige #300 Washington Redskins,1.99,1.73,1.99,1.99,2,Browse BIN | ActiveCache | Active median P1,
236210242969,Deshaun Watson 2022 Panini Mosaic #46 Cleveland Browns,1.99,15.02,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
236210242970,Stefon Diggs 2020 Donruss Optic #16 Buffalo Bills,1.75,19.99,1.74,1.75,7,Browse BIN | ActiveCache | Active median P1,
236210242971,D'Andre Swift 2022 Panini Select Draft Picks #35 Georgia Bulldogs,1.7,3.05,1.59,1.59,9,Browse BIN | ActiveCache | Active median P1,
236210242972,Drew Brees 2015 Topps Fire #28 New Orleans Saints,1.95,1.85,1.85,1.85,2,Browse BIN | ActiveCache | Active median P1,
236210242973,Tony Gonzalez 2022 Panini Mosaic #100 Kansas City Chiefs,1.79,7.5,1.79,1.79,10,Browse BIN | ActiveCache | Active median P1,
236210242975,Aaron Jones 2021 Panini Chronicles Green #40 Green Bay Packers,1.99,1.99,1.99,1.99,3,Browse BIN | ActiveCache | Active median P1,
236210242976,Kurt Warner 2022 Panini Mosaic #245 St. Louis Rams,1.85,4.28,1.99,1.99,11,Browse BIN | ActiveCache | Active median P1,
236210242977,Josh Jacobs 2021 Panini Prizm Draft Picks Collegiate #95 Alabama Crimson Tide,1.65,1.74,1.57,1.59,15,Browse BIN | ActiveCache | Active median P1,
236210242978,Brett Favre 1994 SkyBox Impact #92 Green Bay Packers HOF NFL QB Legend,1.99,2.25,1.98,1.99,5,Browse BIN | ActiveCache | Active median P1,
236210242979,Cris Carter 2022 Panini Prizm #196 Minnesota Vikings HOF WR,2.0,4.0,2.0,2.0,8,Browse BIN | ActiveCache | Active median P1,
236210242980,Kirk Cousins 2020 Panini Select #24 Minnesota Vikings,1.9,15.685,1.89,1.89,13,Browse BIN | ActiveCache | Active median P1,
236210242981,Brett Favre 2016 Panini Clear Vision #74 Green Bay Packers HOF NFL QB Legend,49.99,,49.99,49.99,1,No solds | ActiveCache | Active median P1,
236210242982,Ryan Leaf 1998 Stadium Club #166 RC San Diego Chargers  Former #2 Pick,2.0,2.22,1.95,1.95,12,Browse BIN | ActiveCache | Active median P1,
236210242983,A.J. Brown 2022 Donruss Elite #31 Philadelphia Eagles NFL WR,2.0,7.28,1.98,1.99,5,Browse BIN | ActiveCache | Active median P1,
236210242984,Brandon Aiyuk 2021 Panini Prizm #52 San Francisco 49ers WR Rising Star,2.29,5.12,2.29,2.29,12,Browse BIN | ActiveCache | Active median P1,
236210242986,Brett Favre 1995 Topps #34 Green Bay Packers HOF NFL QB Legend,2.0,4.385,1.98,1.99,13,Browse BIN | ActiveCache | Active median P1,
236210242987,Brett Favre 2022 Donruss #102 Green Bay Packers HOF NFL QB Legend,1.79,3.5250000000000004,1.79,1.79,12,Browse BIN | ActiveCache | Active median P1,
236210242988,Steve Largent 2021 Panini Prestige Any Given Sunday #AGS-SL Seattle Seahawks,1.55,3.815,1.65,1.65,8,Browse BIN | ActiveCache | Active median P1,
236210242989,Brett Favre 2017 Panini Classics Record Breakers #24 Green Bay Packers,2.49,2.74,2.49,2.49,9,Browse BIN | ActiveCache | Active median P1,
236210242990,Brett Favre 2000 Upper Deck #81 Green Bay Packers HOF NFL QB Legend,2.75,2.99,2.75,2.75,15,Browse BIN | ActiveCache | Active median P1,
236210242991,Aaron Donald 2022 Donruss #18 Los Angeles Rams MVP All-Pro Defensive Beast,1.99,4.345000000000001,1.99,1.99,14,Browse BIN | ActiveCache | Active median P1,
236210242992,Brett Favre 2019 Donruss #105 Green Bay Packers HOF NFL QB Legend,2.3,4.99,2.3,2.3,7,Browse BIN | ActiveCache | Active median P1,
236210242993,Drew Brees 2022 Panini Prizm #215 New Orleans Saints,1.75,24.785,1.75,1.75,12,Browse BIN | ActiveCache | Active median P1,
236210242994,Malik Willis 2022 Zenith Behind the Numbers #BN-MW Tennessee Titans,1.65,5.44,1.73,1.75,9,Browse BIN | ActiveCache | Active median P1,
236210242995,Deebo Samuel 2021 Panini Absolute #83 San Francisco 49ers,1.75,4.27,1.73,1.75,11,Browse BIN | ActiveCache | Active median P1,
236210242996,George Kittle 2022 Panini Mosaic #179 San Francisco 49ers,1.69,13.99,1.69,1.69,11,Browse BIN | ActiveCache | Active median P1,
236210242997,Brett Favre 2017 Panini Classics #118 Green Bay Packers HOF NFL QB Legend,2.6,2.795,2.62,2.6,3,Browse BIN | ActiveCache | Active median P1,
236210242998,Brett Favre 1993 Pinnacle #1 Green Bay Packers HOF NFL QB Legend,3.6,4.295,3.6,3.6,4,Browse BIN | ActiveCache | Active median P1,
236210242999,George Kittle 2022 Panini Mosaic #179 San Francisco 49ers,1.69,13.99,1.69,1.69,11,Browse BIN | ActiveCache | Active median P1,
236210243000,Brett Favre 2016 Donruss #113 Green Bay Packers HOF NFL QB Legend,1.99,1.99,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
236210243001,Clyde Edwards-Helaire 2022 Donruss Elite #92 Kansas City Chiefs,1.55,2.495,1.99,1.95,7,Browse BIN | ActiveCache | Active median P1,Duplicate Listing policy -- will log for manual review
236210243002,Brett Favre 2016 Donruss Inducted Class of 2016 #1 Green Bay Packers HOF NFL QB,1.99,2.99,1.99,1.99,12,Browse BIN | ActiveCache | Active median P1,
236210243004,Brett Favre 1993 Stadium Club #498 Green Bay Packers HOF NFL QB Legend,1.7,2.645,1.7,1.7,12,Browse BIN | ActiveCache | Active median P1,
236210243005,Antonio Gates 2022 Panini Prizm #158 San Diego Chargers Tight End Legend,2.0,9.99,2.0,2.0,8,Browse BIN | ActiveCache | Active median P1,
236210243008,T.J. Watt 2022 Donruss Elite #68 Pittsburgh Steelers,2.95,2.94,2.93,2.95,9,Browse BIN | ActiveCache | Active median P1,
236210243011,Ezekiel Elliott 2022 Donruss Elite #59 Dallas Cowboys,2.1,4.27,2.1,2.1,9,Browse BIN | ActiveCache | Active median P1,
236210243014,Brett Favre 2015 Topps Field Access #167 Green Bay Packers HOF NFL QB Legend,3.49,3.24,3.24,3.25,1,Browse BIN | ActiveCache | Active median P1,
336075932891,Andrew Luck 2015 Panini Contenders Draft Picks Collegiate Connections #4,2.2,2.75,2.2,2.2,3,Browse BIN | ActiveCache | Active median P1,
336075932892,Reggie Wayne 2022 Donruss All-Time Gridiron Kings #AT-3 Indianapolis Colts,1.95,2.0,1.94,1.95,12,Browse BIN | ActiveCache | Active median P1,
336075932893,Landon Collins 2018 Donruss Press Proof Blue Color Match #204 New York Giants,2.0,2.0,2.0,2.0,1,Browse BIN | ActiveCache | Active median P1,
336075932894,Philip Rivers 2007 SP Authentic #69 San Diego Chargers,1.8,2.87,1.89,1.89,7,Browse BIN | ActiveCache | Active median P1,
336075932895,Larry Fitzgerald 2021 Donruss #246 Arizona Cardinals,1.79,5.66,1.79,1.79,11,Browse BIN | ActiveCache | Active median P1,
336075932896,Skyy Moore 2023 Donruss #150 Kansas City Chiefs,1.5,3.0,1.5,1.5,11,Browse BIN | ActiveCache | Active median P1,
336075932897,J.J. Watt 2019 Panini Prestige #177 Houston Texans,2.99,1.85,2.99,2.99,4,Browse BIN | ActiveCache | Active median P1,
336075932898,Calvin Johnson 2014 Panini Absolute Die-Cut #97 Detroit Lions HOF WR Megatron,2.99,2.98,2.98,2.99,3,Browse BIN | ActiveCache | Active median P1,
336075932899,Grant Delpit 2023 Donruss Press Proof Blue #66 Cleveland Browns,1.7,1.8,1.69,1.69,10,Browse BIN | ActiveCache | Active median P1,
336075932900,Brett Favre 2015 Topps Field Access Blue #167 Green Bay Packers HOF NFL LEGEND,2.99,2.99,3.24,2.99,1,Browse BIN | ActiveCache | Active median P1,
336075932901,Zach Wilson 2022 Donruss Red Press Proof #142 New York Jets,1.95,1.95,1.95,1.95,7,Browse BIN | ActiveCache | Active median P1,
336075932902,Matt Ryan 2022 Donruss Elite #82 Indianapolis Colts,1.85,4.16,1.84,1.85,8,Browse BIN | ActiveCache | Active median P1,
336075932903,Phil Jurkovec 2022 Panini Select Draft Picks Sensations #SEPJ Boston College,2.05,1.95,1.95,1.95,7,Browse BIN | ActiveCache | Active median P1,
336075932904,Kurt Warner 2021 Donruss Optic #181 Arizona Cardinals,1.99,4.109999999999999,1.99,1.99,13,Browse BIN | ActiveCache | Active median P1,
336075932905,Matt Ryan 2022 Panini Certified #4 Indianapolis Colts,2.99,4.24,2.99,2.99,4,Browse BIN | ActiveCache | Active median P1,
336075932906,Ryan Leaf 1998 Score #251 RC San Diego Chargers Former #2 Pick,2.0,2.08,1.98,1.99,11,Browse BIN | ActiveCache | Active median P1,
336075932907,Najee Harris 2022 Donruss Elite #19 Pittsburgh Steelers,1.8,2.99,1.8,1.8,7,Browse BIN | ActiveCache | Active median P1,
336075932908,Odell Beckham Jr. 2020 Donruss Optic #28 Cleveland Browns,4.75,4.99,4.75,4.75,3,Browse BIN | ActiveCache | Active median P1,
336075932909,CeeDee Lamb 2022 Panini Certified #28 Dallas Cowboys,1.85,1.85,1.84,1.85,11,Browse BIN | ActiveCache | Active median P1,
336075932910,Darrell Green 2022 Panini Prizm #299 Washington Redskins,3.75,28.92,3.75,3.75,3,Browse BIN | ActiveCache | Active median P1,
336075932911,Mike Gesicki 2021 Panini Chronicles Pink #75 Miami Dolphins,1.99,2.34,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336075932912,Ronnie Lott 2022 Donruss Red Press Proof #29 San Francisco 49ers,1.95,,,,0,No solds | No actives | No data,
336075932914,Brett Favre 2018 Donruss #110 Green Bay Packers HOF NFL QB Legend,2.35,2.99,2.34,2.35,9,Browse BIN | ActiveCache | Active median P1,
336075932915,Laviska Shenault Jr. 2020 Select Rookie Swatches White Prizm #RS-LSA /60 Jaguars,6.27,13.13,2.19,3.76,11,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336075932916,Brett Favre 2016 Donruss Legends of the Fall #14 Green Bay Packers HOF NFL QB,1.69,2.745,1.69,1.69,14,Browse BIN | ActiveCache | Active median P1,
336075932917,David Ojabo 2022 Donruss #370 RC Baltimore Ravens,1.6,2.75,1.74,1.75,13,Browse BIN | ActiveCache | Active median P1,
336075932918,DK Metcalf 2021 Panini Select #30 Seattle Seahawks,1.99,2.62,1.98,1.99,12,Browse BIN | ActiveCache | Active median P1,
336075932919,Brett Favre 2018 Panini Classics #131 Green Bay Packers HOF NFL QB Legend,2.89,2.915,2.88,2.89,5,Browse BIN | ActiveCache | Active median P1,
336075932920,Shaun Alexander 2021 Panini Prizm #50 Seattle Seahawks MVP HOF?,1.8,2.6,1.79,1.79,9,Browse BIN | ActiveCache | Active median P1,
336075932921,Brett Favre 2019 Donruss The Legends Series #LS-6 Green Bay Packers,1.99,2.0,1.99,1.99,13,Browse BIN | ActiveCache | Active median P1,
336075932922,T.J. Hockenson 2021 Panini Prizm #147 Detroit Lions,1.7,5.68,1.65,1.65,13,Browse BIN | ActiveCache | Active median P1,
336075932923,Brett Favre 1995 Score #224 Green Bay Packers HOF NFL QB Legend,1.8,1.99,1.7,1.7,13,Browse BIN | ActiveCache | Active median P1,
336075932924,Ryan Leaf 1998 Upper Deck UD3 #182 RC San Diego Chargers 90s Quaterback,1.95,2.295,1.95,1.95,14,Browse BIN | ActiveCache | Active median P1,
336075932925,Chase Claypool 2022 Donruss Elite #69 Pittsburgh Steelers,1.85,2.995,1.84,1.85,7,Browse BIN | ActiveCache | Active median P1,
336075932926,Brett Favre 2022 Panini Mosaic #75 Green Bay Packers HOF NFL QB Legend,1.65,30.0,1.64,1.65,10,Browse BIN | ActiveCache | Active median P1,
336075932927,Derrick Henry 2022 Donruss Elite #30 Tennessee Titans,2.25,3.49,2.24,2.25,8,Browse BIN | ActiveCache | Active median P1,
336075932928,Brett Favre 1996 SkyBox Impact #196 Green Bay Packers HOF NFL QB Legend,2.49,2.49,2.49,2.49,4,Browse BIN | ActiveCache | Active median P1,
336075932929,Mac Jones 2022 Donruss Elite #4 New England Patriots,3.45,3.45,3.45,3.45,2,Browse BIN | ActiveCache | Active median P1,
336075932930,Clyde Edwards-Helaire 2022 Donruss Elite #92 Kansas City Chiefs,1.99,2.495,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
336075932931,Ryan Leaf 1998 UD Choice #194 RC San Diego Chargers Retired,1.85,2.995,1.84,1.85,11,Browse BIN | ActiveCache | Active median P1,
336075932932,Brett Favre 2016 Panini Classics #178 Green Bay Packers HOF NFL QB Legend,3.49,2.74,3.49,3.49,4,Browse BIN | ActiveCache | Active median P1,
336075932933,Brett Favre 2019 Panini Prizm Draft Picks #16 Southern Miss Golden Eagles,3.0,3.75,3.0,3.0,12,Browse BIN | ActiveCache | Active median P1,
336075932934,Brett Favre 2017 Panini Playoff #130 Green Bay Packers HOF NFL QB Legend,1.7,1.7,1.7,1.7,1,Browse BIN | ActiveCache | Active median P1,
336075932935,Brett Favre 2015 Donruss #163 Green Bay Packers HOF NFL QB Legend,2.0,3.865,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
336075932936,Brett Favre 2018 Panini Contenders Draft Picks #13 Southern Miss Golden Eagles,2.5,1.67,2.5,2.5,10,Browse BIN | ActiveCache | Active median P1,
336075932937,Brett Favre 1992 Upper Deck #484 Green Bay Packers HOF NFL QB Legend,1.7,3.5,1.7,1.7,13,Browse BIN | ActiveCache | Active median P1,
336075932938,Brett Favre 2017 Contenders Draft Picks Old School Colors #7 Southern Miss,2.15,2.49,1.95,1.95,11,Browse BIN | ActiveCache | Active median P1,
336075932939,Brett Favre 2002 UD Authentics #30 Green Bay Packers HOF NFL QB Legend,1.89,2.0,1.88,1.89,9,Browse BIN | ActiveCache | Active median P1,
336075932940,Brett Favre 2018 Panini Classics Composers #23 Green Bay Packers NM-MT OR BETTER,1.9,1.9,1.9,1.9,11,Browse BIN | ActiveCache | Active median P1,
336075932943,Brett Favre 2017 Score Signal Callers #28 Green Bay Packers HOF NFL QB Legend,1.65,1.83,1.67,1.65,12,Browse BIN | ActiveCache | Active median P1,
236210269490,Brett Favre 2014 Topps Fire Ring of Fire #ROF-BF Green Bay Packers HOF QB Legend,14.99,14.99,14.99,14.99,1,Browse BIN | ActiveCache | Active median P1,
336066990502,DJ Moore 2021 Donruss Optic Holo #157 Carolina Panthers,1.5,3.75,1.5,1.5,15,Browse BIN | ActiveCache | Active median P1,
336066990503,Julio Jones 2020 Donruss Optic #10 Atlanta Falcons,1.65,9.94,1.49,1.5,13,Browse BIN | ActiveCache | Active median P1,
336066990504,Derek Jeter 2000 SkyBox Dominion #137 New York Yankees Legend HOF,2.05,2.94,2.0,2.0,3,Browse BIN | ActiveCache | Active median P1,
336066990505,Nico Collins 2022 Donruss Optic #79 Houston Texans,1.5,5.655,1.59,1.59,13,Browse BIN | ActiveCache | Active median P1,
336066990506,Derek Jeter 2001 Upper Deck #263 New York Yankees Legend HOF,2.65,3.13,2.37,2.39,1,Browse BIN | ActiveCache | Active median P1,
336066990507,Derek Jeter 1996 Score #384 New York Yankees Legend HOF,2.3,4.915,2.225,2.25,2,Browse BIN | ActiveCache | Active median P1,
336066990508,Derek Jeter ALCS (Yankees/Red Sox) 2000 Fleer Tradition #443 Legend HOF,2.05,1.99,2.0,2.0,2,Browse BIN | ActiveCache | Active median P1,
336066990509,Justin Tucker 2022 Zenith Red Zone #29 Baltimore Ravens,1.65,1.99,1.49,1.5,14,Browse BIN | ActiveCache | Active median P1,
336066990510,Deebo Samuel 2023 Panini Prestige Youth Movement #YM-12 San Francisco 49ers,1.8,4.0,1.69,1.69,12,Browse BIN | ActiveCache | Active median P1,
336066990511,Myles Gaskin 2021 Panini Illusions Teal Color Match #56 Miami Dolphins,2.2,2.35,2.2,2.2,1,Browse BIN | ActiveCache | Active median P1,
336066990512,Zay Jones 2018 Panini #34 Buffalo Bills,1.6,1.6,1.6,1.6,10,Browse BIN | ActiveCache | Active median P1,
336066990513,Micah Parsons 2021 Score #350 RC Penn State Nittany Lions,1.75,5.0,1.84,1.85,15,Browse BIN | ActiveCache | Active median P1,
336066990514,Derek Jeter 1996 Leaf Preferred Steel #40 New York Yankees Legend HOF,9.5,22.28,9.5,9.5,1,Browse BIN | ActiveCache | Active median P1,
336066990515,Zach Charbonnet 2023 Panini Chronicles Draft Picks Phoenix #20 UCLA Bruins,1.49,6.970000000000001,1.49,1.5,11,Browse BIN | ActiveCache | Active median P1,
336066990516,Bijan Robinson 2023 Panini Chronicles Draft Picks Phoenix #11 Texas Longhorns,1.5,7.245,1.5,1.5,13,Browse BIN | ActiveCache | Active median P1,
336066990517,Myles Garrett 2023 Panini Chronicles Draft Picks XR #22 Texas A&M Aggies,1.9,4.49,1.9,1.9,13,Browse BIN | ActiveCache | Active median P1,
336066990518,Jamaal Williams 2022 Donruss Optic #65 Detroit Lions,1.79,4.28,1.79,1.79,14,Browse BIN | ActiveCache | Active median P1,
336066990519,Derek Jeter 1997 Pinnacle Inside #87 New York Yankees Legend HOF,2.37,3.385,2.35,2.35,1,Browse BIN | ActiveCache | Active median P1,
336066990520,Skyy Moore 2022 Donruss The Elite Series Rookies #ESR-22 Kansas City Chiefs,1.6,4.0,1.75,1.75,12,Browse BIN | ActiveCache | Active median P1,
336066990521,Cooper Kupp 2023 Donruss Dominators #D-19 Los Angeles Rams,1.75,3.78,1.74,1.75,13,Browse BIN | ActiveCache | Active median P1,
336066990522,Zay Jones 2019 Panini Contenders #5 Buffalo Bills,1.65,3.49,1.5,1.5,13,Browse BIN | ActiveCache | Active median P1,
336066990523,Corey Davis 2022 Zenith Red Zone #13 New York Jets,1.5,3.09,1.6,1.6,12,Browse BIN | ActiveCache | Active median P1,
336066990524,Micah Parsons 2022 Zenith Red Zone #15 Dallas Cowboys,1.75,6.69,1.75,1.75,14,Browse BIN | ActiveCache | Active median P1,
336066990525,Derek Jeter 2000 Topps Chrome #15 New York Yankees Legend HOF,5.55,5.495,5.54,5.55,1,Browse BIN | ActiveCache | Active median P1,
336066990526,Adam Vinatieri 2023 Panini Prestige Living Legends #LL-1 Indianapolis Colts,1.65,2.14,1.64,1.65,13,Browse BIN | ActiveCache | Active median P1,
336066990527,Justin Fields 2022 Donruss Optic #33 Chicago Bears,1.75,13.735,1.74,1.75,13,Browse BIN | ActiveCache | Active median P1,
336066990528,Antonio Gibson 2020 Panini Chronicles Clearly Donruss Rated Rookie #RR-AG,1.69,4.5,1.69,1.69,12,Browse BIN | ActiveCache | Active median P1,
336066990529,Derek Jeter 1998 Pinnacle Inside #133 New York Yankees  Legend HOF,2.59,2.25,2.35,2.35,1,Browse BIN | ActiveCache | Active median P1,
336066990530,Amon-Ra St. Brown 2022 Panini Certified #35 Detroit Lions,1.6,4.45,1.5,1.5,14,Browse BIN | ActiveCache | Active median P1,
336066990532,Zay Jones 2019 Panini Playoff #14 Buffalo Bills,1.7,3.24,1.7,1.7,7,Browse BIN | ActiveCache | Active median P1,
236201120261,Barry Sanders 1996 Ultra #52 Detroit Lions,1.59,2.04,1.5,1.5,15,Browse BIN | ActiveCache | Active median P1,
236201120262,Barry Sanders 1993 SkyBox Premium Costacos Brothers #CB6 Detroit Lions,2.1,2.98,1.99,1.99,15,Browse BIN | ActiveCache | Active median P1,
236201120263,Barry Sanders Minnesota - Detroit 1996 Fleer #181 Detroit Lions,2.0,3.185,2.0,2.0,11,Browse BIN | ActiveCache | Active median P1,
236201120264,Barry Sanders 1995 SkyBox Premium Paydirt #PD23 Detroit Lions,4.89,6.24,4.87,4.89,15,Browse BIN | ActiveCache | Active median P1,
236201120265,Barry Sanders 1995 SkyBox Impact Impact Power #IP26 Detroit Lions,1.9,5.34,1.79,1.79,14,Browse BIN | ActiveCache | Active median P1,
236201120266,Barry Sanders 1995 Fleer Gridiron Leaders #5 Detroit Lions,1.89,4.99,1.87,1.89,13,Browse BIN | ActiveCache | Active median P1,
236201120267,Barry Sanders 1998 SkyBox Premium #145 NM-MT OR BETTER Detroit Lions,2.05,2.995,2.04,2.05,4,Browse BIN | ActiveCache | Active median P1,
236201120268,Barry Sanders 1996 SkyBox Premium #59 Detroit Lions,1.6,1.99,1.75,1.75,14,Browse BIN | ActiveCache | Active median P1,
236201120269,Barry Sanders 1993 SkyBox Premium #39 Detroit Lions,1.7,1.9449999999999998,1.7,1.7,12,Browse BIN | ActiveCache | Active median P1,
236201120270,Barry Sanders 1995 SkyBox Premium #146 Detroit Lions,1.75,2.49,1.75,1.75,13,Browse BIN | ActiveCache | Active median P1,
236201120271,Barry Sanders / Marshall Faulk 1995 SkyBox Premium Mirror Image #150 NM-MT+,2.8,3.525,2.8,2.8,4,Browse BIN | ActiveCache | Active median P1,
236201120273,Barry Sanders 1999 Ultra #150 NM-MT OR BETTER Detroit Lions,2.49,3.835,2.49,2.49,3,Browse BIN | ActiveCache | Active median P1,
236201120274,Barry Sanders 1993 Ultra Touchdown Kings #7 Detroit Lions,4.5,4.51,4.51,4.5,5,Browse BIN | ActiveCache | Active median P1,
236201120276,Barry Sanders 1990 Fleer All-Pro #4 NM-MT OR BETTER Detroit Lions,1.99,3.75,1.99,1.99,4,Browse BIN | ActiveCache | Active median P1,
236201120277,Barry Sanders 1995 Ultra Ultra Achievements Gold Medallion #6 Detroit Lions,3.65,5.245,3.63,3.65,9,Browse BIN | ActiveCache | Active median P1,
336067131730,Barry Sanders 1994 Fleer Fleer All-Pros #11 Detroit Lions,1.89,2.5,1.89,1.89,15,Browse BIN | ActiveCache | Active median P1,
336067131732,Barry Sanders 1992 Ultra Award Winners #8 NM-MT OR BETTER Detroit Lions,4.2,3.0,4.2,4.2,7,Browse BIN | ActiveCache | Active median P1,
336067131733,Barry Sanders 1994 Fleer Shell FACT #97 NM-MT OR BETTER Detroit Lions,1.75,1.79,1.75,1.75,13,Browse BIN | ActiveCache | Active median P1,
336067131735,Barry Sanders 1995 Fleer Flair Preview #10 NM-MT OR BETTER Detroit Lions,2.99,3.11,2.97,2.99,5,Browse BIN | ActiveCache | Active median P1,
336067131736,Barry Sanders 1994 Fleer #160 NM-MT OR BETTER Detroit Lions,2.15,2.4299999999999997,2.15,2.15,4,Browse BIN | ActiveCache | Active median P1,
336067131737,Barry Sanders 1994 Ultra Flair Hot Numbers #11 NM-MT OR BETTER Detroit Lions,4.29,3.99,4.5,4.5,3,Browse BIN | ActiveCache | Active median P1,
336067131738,Barry Sanders 1994 SkyBox Premium #53 NM-MT OR BETTER Detroit Lions,2.7,2.745,2.8899999999999997,2.89,2,Browse BIN | ActiveCache | Active median P1,
336067131739,Barry Sanders 1998 Flair Showcase Row 3 #20 NM-MT OR BETTER Detroit Lions,3.55,4.75,3.8,3.8,3,Browse BIN | ActiveCache | Active median P1,
336067131740,Barry Sanders 1991 Ultra Ultra All Stars #1 NM-MT OR BETTER Detroit Lions,2.99,5.28,2.98,2.99,8,Browse BIN | ActiveCache | Active median P1,
336067131741,Barry Sanders 1994 SkyBox Premium SkyTech Stars #ST-27 Detroit Lions,2.29,2.75,2.28,2.29,15,Browse BIN | ActiveCache | Active median P1,
336067131742,Barry Sanders 1995 Ultra Ultra Achievements #6 Detroit Lions,2.0,4.75,2.0,2.0,14,Browse BIN | ActiveCache | Active median P1,
336067131743,Barry Sanders 1994 Ultra Ultra Achievement Awards #6 Detroit Lions,1.6,3.49,1.59,1.59,14,Browse BIN | ActiveCache | Active median P1,
336067131744,Barry Sanders 1995 Ultra Extra Stars #489 Detroit Lions,1.99,3.29,1.98,1.99,15,Browse BIN | ActiveCache | Active median P1,
336067131745,Barry Sanders 1995 SkyBox Impact #49 NM-MT OR BETTER Detroit Lions,2.49,3.065,2.48,2.49,5,Browse BIN | ActiveCache | Active median P1,
336067131746,Barry Sanders 1997 Fleer Goudey #102 Detroit Lions,1.95,2.7350000000000003,1.95,1.95,15,Browse BIN | ActiveCache | Active median P1,
336067131747,Barry Sanders 1995 Ultra Award Winners #4 Detroit Lions,1.75,3.75,1.75,1.75,14,Browse BIN | ActiveCache | Active median P1,
336067131748,Barry Sanders 1994 Ultra #101 NM-MT OR BETTER Detroit Lions,2.75,3.2199999999999998,2.73,2.75,2,Browse BIN | ActiveCache | Active median P1,
336067131749,Barry Sanders 1993 SkyBox Impact #101 Detroit Lions,1.6,2.44,1.75,1.75,14,Browse BIN | ActiveCache | Active median P1,
