item_id,Title,CurrentPrice,MedianSold,ActiveAvg,SuggestedPrice,SupplyCount,Note,UpdateStatus
236265291303,Jake Scott 1979 Topps #456 Washington Redskins,1.5,2.59,1.75,1.75,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868694,Derek Jeter 2003 Upper Deck First Pitch #127 New York Yankees,2.0,1.99,1.99,1.99,4,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868695,Derek Jeter 2002 Upper Deck Ballpark Idols Playmakers #P4 New York Yankees,3.5,3.88,2.68,2.69,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868696,Derek Jeter 2006 Upper Deck First Pitch #127 New York Yankees,2.1,1.99,5.98,2.5,1,Browse BIN | Browse BIN (Tier3) | Active median P1,Updated successfully (business policy warning only)
236279868697,Derek Jeter 2003 Upper Deck MVP #135 New York Yankees HOF Legend,1.65,1.98,1.98,1.99,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868698,Derek Jeter 1997 Sports Illustrated for Kids #589 New York Yankees HOF Legend,5.54,50.0,50.0,50.0,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868699,Derek Jeter 2013 Panini Triple Play All-Stars #12 New York Yankees,5.0,6.395,2.0,3.49,10,Browse BIN | Browse BIN (Tier3) | Active median P1,Updated successfully (business policy warning only)
236279868701,Derek Jeter 2008 Upper Deck Spectrum #63 New York Yankees,2.45,2.975,2.48,2.49,10,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868702,Derek Jeter 2002 Fleer Hot Prospects We're No. 1 Die-Cut #1 WN Yankees,5.5,5.5,5.49,5.49,5,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868703,Derek Jeter 1999 UD Choice Preview #115 New York Yankees HOF Legend Captain,2.0,1.775,1.75,1.75,8,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868704,Derek Jeter 2006 Upper Deck All Upper Deck Team #UD-2 New York Yankees,1.9,1.965,1.95,1.95,10,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868705,Derek Jeter 1997 Circa Boss #8 New York Yankees HOF Legend Captain,2.8,4.48,2.25,2.25,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868707,Derek Jeter 2004 Leaf Certified Materials #51 New York Yankees,2.25,2.625,2.625,2.6,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868708,Derek Jeter 2005 Fleer Tradition #99 New York Yankees HOF Legend,2.9,4.24,2.99,2.99,7,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868709,Derek Jeter 2002 Fleer Genuine #62 New York Yankees,2.25,1.995,1.99,1.99,6,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868712,Derek Jeter 2005 Leaf Certified Materials #35 New York Yankees,2.05,3.0,3.0,2.45,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868713,Derek Jeter 1998 Leaf Rookies & Stars #34 New York Yankees HOF Legend,2.0,4.41,2.24,2.25,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868714,Derek Jeter 1994 Upper Deck Minor League #185 Greensboro Hornets,3.9,3.985,3.98,3.99,11,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868715,Derek Jeter 1999 UD Choice #115 New York Yankees,1.9,2.52,1.59,1.59,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868716,Derek Jeter 2004 Fleer InScribed #46 New York Yankees,2.2,2.79,2.24,2.25,8,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868717,Derek Jeter 2003 Upper Deck Standing O! #54 New York Yankees,2.55,2.42,2.25,2.25,8,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868719,Derek Jeter 1997 Metal Universe #118 New York Yankees HOF Legend Captain,4.74,7.38,7.38,7.39,6,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868720,Derek Jeter 2006 Upper Deck Season Highlights #SH-26 New York Yankees,2.4,2.0,1.98,1.99,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868721,Derek Jeter 1994-95 Fleer Excel All-Stars #5 Tampa Yankees HOF Legend,7.91,7.91,,7.9,0,Browse BIN | No actives | Sold median P1,
236279868722,Derek Jeter 2004 SP Authentic All-Star Moments #172 /999 New York Yankees HOF,6.35,,50007.995,50007.99,2,No solds | Browse BIN (Tier3) | Active median P1,Updated successfully (business policy warning only)
236279868723,Derek Jeter 1997 Upper Deck #440 New York Yankees,2.25,1.99,1.99,1.99,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868724,Derek Jeter 1997 Metal Universe Magnetic Field #5 New York Yankees HOF Legend,11.85,11.85,8.99,8.99,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868725,Derek Jeter 1996 SP #135 New York Yankees,2.85,4.39,2.49,2.49,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868726,Derek Jeter 2003 Upper Deck Classic Portraits #30 New York Yankees,2.5,2.48,1.99,1.99,10,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868728,Derek Jeter 2004 Fleer Platinum Big Signs #2BS New York Yankees,5.0,5.99,3.98,3.99,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868729,Derek Jeter 2000 Pacific Vanguard Diamond Architects #13 New York Yankees,4.25,10.95,10.95,10.95,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868730,Derek Jeter 1999 Pacific Invincible Sandlot Heroes #12 Fielding Yankees,1.85,1.99,1.85,1.85,13,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868731,Derek Jeter 2005 Fleer Authentix #28 New York Yankees,1.9,16.225,4.45,2.3,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868732,Derek Jeter 2005 Upper Deck Artifacts #29 New York Yankees,2.9,2.8,9.95,2.99,6,Browse BIN | Browse BIN (Tier3) | Active median P1,
236279868733,Derek Jeter 1995 Upper Deck Minor League Future Stock #165 Columbus Clippers,5.15,7.95,7.95,7.95,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868734,Derek Jeter 2004 Fleer Genuine Insider #30 New York Yankees,2.45,3.6,3.6,2.85,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868735,Derek Jeter 1995 Action Packed #1 Tampa Yankees HOF Legend Captain,5.54,3.48,1.98,3.49,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868736,Derek Jeter 1995 SP #181 New York Yankees HOF Legend,3.95,9.98,3.95,3.95,13,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868737,Derek Jeter 2003 Upper Deck Victory #54 New York Yankees,1.95,2.78,1.99,1.99,11,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868739,Derek Jeter 1996 Select #161 New York Yankees,2.9,4.25,3.73,2.99,13,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868740,Derek Jeter 1996 Upper Deck Diamond Destiny #DD28 New York Yankees,5.55,5.35,4.48,4.49,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868741,Derek Jeter 1996 Upper Deck #156 New York Yankees HOF Legend,2.8,2.94,1.99,1.99,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868742,Derek Jeter 2000 Pacific Omega #96 New York Yankees,2.35,3.4400000000000004,2.94,2.75,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868743,Derek Jeter 2001 Fleer Focus #1 New York Yankees,1.9,1.99,1.98,1.99,12,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868744,Derek Jeter 1998 Fleer Tradition In the Clutch #9 IC New York Yankees,7.4,10.0,6.48,6.49,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868745,Derek Jeter 1999 Upper Deck 10th Anniversary Team Double #X25 /4000 Yankees,6.2,7.5,7.5,7.5,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868746,Derek Jeter 2004 Fleer Authentix Balcony #2 SN New York Yankees,2.35,2.35,2.24,2.25,15,Browse BIN | Browse BIN (Tier3) | Active median P1,
236279868747,Derek Jeter 2004 Ultra Hitting Machines Die Cut #9 HM New York Yankees,6.35,4.37,3.19,3.81,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868748,Derek Jeter 2003 Fleer Hot Prospects #1 New York Yankees,2.15,2.78,2.68,2.55,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868749,Derek Jeter 2004 Upper Deck Diamond All-Star Lineup Game Card #AS-DJ Yankees,2.35,2.35,2.35,2.35,1,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868750,Derek Jeter 2004 Upper Deck Diamond Collection Pro Sigs #61 New York Yankees,2.35,2.78,2.49,2.49,7,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868751,Derek Jeter 2005 Upper Deck Baseball Heroes: Derek Jeter #91 New York Yankees,2.75,3.5,2.41,2.4,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868752,Derek Jeter 1996 Bowman #112 New York Yankees HOF Legend,2.9,16.99,2.94,2.95,13,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868753,Derek Jeter 2004 Upper Deck r-class #65 New York Yankees,1.85,1.99,1.99,1.99,3,Browse BIN | Browse BIN (Tier1) | Active median P1,
236279868754,Derek Jeter 2003 Fleer Showcase #64 New York Yankees,2.0,2.54,2.54,2.4,9,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236279868757,Derek Jeter 1999 Ultra #30 New York Yankees HOF Legend,2.0,3.99,2.09,2.09,14,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762843,Derek Jeter 1998 Fleer Tradition #586 New York Yankees HOF Legend Captain,2.5,6.41,6.35,2.9,8,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762844,Derek Jeter 2004 Leaf #56 New York Yankees,2.4,3.38,2.1,2.1,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762845,Derek Jeter 1994 Classic Best Gold #83 Greensboro Hornets HOF Legend,4.74,10.0,2.25,2.25,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762846,Derek Jeter 1994 Action Packed Minors #43 Tampa Yankees HOF Legend,4.45,3.99,2.99,2.99,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762847,Derek Jeter 2004 Fleer Tradition #6 New York Yankees,2.0,17.0,17.0,2.4,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762849,Derek Jeter 2001 Leaf Rookies & Stars #2 New York Yankees HOF Legend Captain,2.0,2.2350000000000003,1.98,1.99,9,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762850,Derek Jeter 1993 Upper Deck #449 RC New York Yankees HOF Legend,13.45,7.88,3.49,8.07,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762851,Derek Jeter 2004 Fleer Showcase #85 New York Yankees,2.75,3.06,3.06,2.99,3,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762854,Derek Jeter 2006 Ultra Lucky 13 #208 New York Yankees HOF Legend,6.35,7.95,4.24,4.25,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762855,Derek Jeter 2000 Fleer Impact Mighty Fine in '99 #11MF New York Yankees,1.9,2.99,1.65,1.65,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762856,Derek Jeter 2006 Fleer Tradition #200 New York Yankees,2.4,2.5250000000000004,2.24,2.25,4,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762858,Derek Jeter 2006 Upper Deck Special F/X Player Highlights #PH-24 Yankees,5.55,4.78,4.78,4.79,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762859,Derek Jeter 1999 Upper Deck HoloGrFX #38 New York Yankees,2.5,4.055,2.49,2.49,13,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762860,Derek Jeter 2006 Flair Showcase Hot Numbers #HN-9 New York Yankees,3.95,4.49,4.49,4.49,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762861,Derek Jeter 1997 Collector's Choice The Big Show #34 New York Yankees,2.0,2.28,1.69,1.69,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762862,Derek Jeter 2005 Leaf #135 New York Yankees,2.2,3.14,2.94,2.6,8,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762863,Derek Jeter 2003 UD Patch Collection #77 New York Yankees,2.0,3.34,3.34,2.4,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762864,Derek Jeter 2000 Bowman Major Power #MP9 New York Yankees HOF Legend,3.95,3.475,2.49,2.49,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762865,Derek Jeter 2008 Upper Deck #297 New York Yankees,1.5,2.965,2.64,1.9,8,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762866,Derek Jeter 2005 Upper Deck Pro Sigs #57 New York Yankees,2.9,3.06,3.06,2.99,1,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762867,Derek Jeter 2002 Fleer Triple Crown  Promotional Sample #2 New York Yankees,3.8,5.57,5.57,5.59,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762869,Derek Jeter 1998 Metal Universe Universal Language #9UL New York Yankees HOF,7.5,4.99,4.99,4.99,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762871,Derek Jeter 2004 Playoff Absolute Memorabilia Retail #145 New York Yankees,2.5,2.0,2.0,2.0,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762872,Derek Jeter 2003 Upper Deck Play Ball #45 New York Yankees,2.5,2.59,2.49,2.49,11,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762873,Derek Jeter 1996 Circa #65 New York Yankees HOF Legend Captain,3.15,152.2,152.2,152.2,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762874,Derek Jeter 2013 Panini Triple Play Tattoos #9 New York Yankees,1.95,2.0,1.69,1.69,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762875,Derek Jeter 2004 Ultra #120 New York Yankees,2.3,3.415,2.39,2.39,5,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762877,Derek Jeter 2005 Fleer Platinum #89 New York Yankees,2.1,1.98,1.89,1.89,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762878,Derek Jeter 1994-95 Fleer Excel #97 Tampa Yankees HOF Legend,7.1,7.47,9.95,9.95,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762879,Derek Jeter 1999 Topps #230 New York Yankees HOF Legend Captain,2.0,2.75,1.75,1.75,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762881,Derek Jeter 2000 Upper Deck Ultimate Victory #39 New York Yankees,2.05,3.2,2.34,2.35,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762882,Derek Jeter 2002 Fleer Triple Crown Diamond Immortality #1DI New York Yankees,3.7,3.84,3.7,3.7,4,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762883,Derek Jeter 2000 Upper Deck MVP Second Season Standouts #SS9 New York Yankees,2.8,3.28,1.99,1.99,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762884,Derek Jeter 2005 Fleer Classic Clippings #4 New York Yankees,2.1,2.78,2.04,2.05,8,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762885,Derek Jeter 2007 Upper Deck Team Checklist #479 New York Yankees,1.9,2.94,2.94,2.3,9,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762886,Derek Jeter 1994 Collector's Choice #644 New York Yankees,2.5,24.99,2.49,2.49,14,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762887,Derek Jeter 2003 MLB Showdown #204 New York Yankees,2.9,2.9450000000000003,,2.95,0,Browse BIN | No actives | Sold median P1,
336136762888,Derek Jeter 2000 Upper Deck HoloGrFX #87 New York Yankees,2.4,3.405,3.25,2.8,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762889,Derek Jeter 1995 Collector's Choice SE #2 New York Yankees,2.9,2.995,2.99,2.99,14,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762890,Derek Jeter 2002 Upper Deck Championship Caliber #CC1 New York Yankees,3.25,3.74,1.99,1.99,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762891,Derek Jeter 1999 Pacific Omega #163 New York Yankees HOF Legend,2.0,3.87,3.87,2.4,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762892,Derek Jeter 1997 SkyBox E-X2000 Star Date 2000 #7 New York Yankees,19.1,19.175,19.1,19.1,6,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762893,Derek Jeter 1997 Circa Fast Track #3 New York Yankees,3.05,5.24,2.5,2.5,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762894,Derek Jeter 1999 Pacific Invincible Seismic Force #12 Action New York Yankees,2.0,3.99,1.75,1.75,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762895,Derek Jeter 1999 UD Choice Opening Season Superstars #S9 New York Yankees,2.3,2.99,1.99,1.99,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762896,Derek Jeter 2003 Leaf #69 New York Yankees,1.9,1.99,1.99,1.99,7,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762897,Derek Jeter 2003 Upper Deck Victory Tier 1 Green #54 New York Yankees,2.85,3.5,2.99,2.99,5,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762898,Derek Jeter 1998 Pacific Omega #165 New York Yankees,2.9,6.1,2.0,2.0,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762899,Derek Jeter 1995 Fleer Major League Prospects #7 RC New York Yankees,3.8,3.99,2.15,2.15,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762900,Derek Jeter 2001 Fleer Tradition #188 New York Yankees HOF Legend,2.95,2.84,2.59,2.59,8,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762901,Derek Jeter 2000 Upper Deck Black Diamond #56 New York Yankees,1.9,2.75,1.95,1.95,14,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762902,Derek Jeter 2004 Ultra Ultra Performers #11 UP New York Yankees,2.85,2.4,2.39,2.39,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762903,Derek Jeter 2003 Fleer Platinum #53 New York Yankees,2.25,2.25,1.99,1.99,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762904,Derek Jeter 2002 Upper Deck Ovation #26 New York Yankees,1.9,2.0,1.98,1.99,14,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762905,Derek Jeter 2003 Fleer Tradition Milestones #16 MS New York Yankees,2.1,2.49,1.7,1.7,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762906,Derek Jeter 2003 Fleer Rookies & Greats #41 New York Yankees,1.9,4.0,3.34,2.3,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762907,Derek Jeter 2005 Fleer Showcase #39 New York Yankees,4.7,21.665000000000003,21.665000000000003,21.65,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336136762908,Derek Jeter 1997 Circa #200 New York Yankees HOF Legend,2.95,3.49,2.75,2.75,9,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762911,Derek Jeter 1999 Upper Deck #154 New York Yankees HOF Legend,1.85,3.0,1.9,1.9,12,Browse BIN | Browse BIN (Tier1) | Active median P1,
336136762912,Derek Jeter 2004 Upper Deck Etchings #45 New York Yankees,2.6,3.95,3.95,2.99,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079343,David Taylor 1979 Topps #109 Baltimore Colts,1.5,2.99,2.0,1.9,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079344,Derrel Luce 1979 Topps #9 Baltimore Colts,1.5,2.0,1.99,1.9,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079345,Roger Carr 1979 Topps #325 Baltimore Colts,1.5,2.6900000000000004,2.39,1.9,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079350,Roosevelt Leaks 1979 Topps #418 Baltimore Colts,1.5,2.99,1.89,1.89,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079353,Ed Simonini 1979 Topps #195 Baltimore Colts,1.5,2.99,1.99,1.9,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079354,Randy Cross 1979 Topps #513 San Francisco 49ers,1.7,2.99,1.69,1.69,12,Browse BIN | Browse BIN (Tier1) | Active median P1,
236284079357,David Taylor 1979 Topps #109 Baltimore Colts,1.5,2.99,2.0,1.9,14,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236284079358,Randy Logan 1979 Topps #424 Philadelphia Eagles,1.5,2.99,1.92,1.9,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079361,Randy Logan 1979 Topps #424 Philadelphia Eagles,1.5,2.99,1.92,1.9,11,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236284079362,Jimbo Elrod 1979 Topps #508 RC Kansas City Chiefs,1.75,2.49,1.69,1.69,15,Browse BIN | Browse BIN (Tier1) | Active median P1,
236284079363,Ralph Perretta 1979 Topps #88 San Diego Chargers,1.5,3.75,1.91,1.9,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079364,Duriel Harris 1979 Topps #514 Miami Dolphins,1.5,2.79,1.99,1.9,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079366,Doug Nettles 1979 Topps #171 RC Baltimore Colts,1.65,2.99,1.75,1.75,15,Browse BIN | Browse BIN (Tier1) | Active median P1,
236284079367,Roger Wehrli 1979 Topps #381 St. Louis Cardinals,1.6,4.61,2.39,2.0,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079368,Eric Williams 1979 Topps #203 RC St. Louis Cardinals,1.65,2.99,1.99,1.99,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079369,John Dutton 1979 Topps #355 Baltimore Colts,1.65,1.99,1.99,1.99,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079370,Preston Pearson 1979 Topps #315 Dallas Cowboys,1.6,2.89,1.86,1.85,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079371,Eason Ramson 1979 Topps #272 RC St. Louis Cardinals,1.7,2.99,1.99,1.99,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079372,Roosevelt Leaks 1979 Topps #418 Baltimore Colts,1.5,2.99,1.89,1.89,14,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236284079374,Ray Wersching 1979 Topps #264 San Francisco 49ers,1.5,2.99,2.49,1.9,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079380,Robert Pratt 1979 Topps #241 Baltimore Colts,1.5,5.31,1.75,1.75,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079383,Roosevelt Leaks 1979 Topps #418 Baltimore Colts,1.5,2.99,1.89,1.89,14,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236284079385,John Dutton 1979 Topps #355 Baltimore Colts,1.65,1.99,1.99,1.99,12,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236284079386,Roger Carr 1979 Topps #325 Baltimore Colts,1.5,2.6900000000000004,2.39,1.9,13,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236284079396,Bruce Laird 1979 Topps #69 Baltimore Colts,1.5,2.99,1.75,1.75,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079398,Bob Baumhower 1979 Topps #46 Miami Dolphins,1.5,2.99,1.99,1.9,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079402,Bert Jones 1979 Topps #220 Baltimore Colts,1.65,2.99,2.49,2.05,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079406,Allan Ellis 1979 Topps #497 Chicago Bears,1.5,2.62,2.49,1.9,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079407,Norm Thompson 1979 Topps #129 Baltimore Colts,1.5,5.31,2.59,1.9,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079408,Bert Jones 1979 Topps #220 Baltimore Colts,1.65,2.99,2.49,2.05,12,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236284079409,Bennie Cunningham 1979 Topps Cream Colored Back #124 Pittsburgh Steelers,2.75,3.24,2.75,2.75,6,Browse BIN | Browse BIN (Tier1) | Active median P1,
236284079412,Stan White 1979 Topps #478 Baltimore Colts,1.5,3.65,2.59,1.9,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079414,Thomas Henderson 1979 Topps #385 Dallas Cowboys,1.95,4.154999999999999,2.4,2.35,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079416,Charlie Smith 1979 Topps #471 Philadelphia Eagles,1.5,2.99,1.94,1.9,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236284079417,Bruce Laird 1979 Topps #69 Baltimore Colts,1.5,2.99,1.75,1.75,15,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
